state-of-charge;open-circuit voltage/V
0.00237;2.59937698870101
0.00238;2.59984993032392
0.00239;2.60032287194683
0.0024;2.60079581356974
0.00241;2.60126875519266
0.00242;2.60174169681557
0.00243;2.60221463843848
0.00244;2.60268758006139
0.00245;2.6031605216843
0.00246;2.60363346330721
0.00247;2.60410640493012
0.00248;2.60457934655304
0.00249;2.60505228817595
0.0025;2.60552522979886
0.00251;2.60599817142177
0.00252;2.60647111304468
0.00253;2.60694405466759
0.00254;2.6074169962905
0.00255;2.60788993791341
0.00256;2.60836287953633
0.00257;2.60883582115924
0.00258;2.60930876278215
0.00259;2.60978170440506
0.0026;2.61025464602797
0.00261;2.61072758765088
0.00262;2.61119137999802
0.00263;2.61164877160437
0.00264;2.61210616321073
0.00265;2.61256355481709
0.00266;2.61302094642345
0.00267;2.6134783380298
0.00268;2.61393572963616
0.00269;2.61443122508525
0.0027;2.61495870894551
0.00271;2.61548619280577
0.00272;2.61601367666603
0.00273;2.6165411605263
0.00274;2.61706864438656
0.00275;2.61759612824682
0.00276;2.61812361210708
0.00277;2.61865109596734
0.00278;2.61917857982761
0.00279;2.61970606368787
0.0028;2.62023354754813
0.00281;2.62076103140839
0.00282;2.62128851526865
0.00283;2.62181599912892
0.00284;2.62234348298918
0.00285;2.62287096684944
0.00286;2.6233984507097
0.00287;2.62392593456997
0.00288;2.62445341843023
0.00289;2.62498090229049
0.0029;2.62550838615075
0.00291;2.62603587001101
0.00292;2.62656335387128
0.00293;2.62709083773154
0.00294;2.6276183215918
0.00295;2.62814580545206
0.00296;2.62867328931233
0.00297;2.62920077317259
0.00298;2.62972825703285
0.00299;2.63025574089311
0.003;2.63078322475337
0.00301;2.63131070861364
0.00302;2.6318381924739
0.00303;2.63236567633416
0.00304;2.63289316019442
0.00305;2.63342064405469
0.00306;2.63394812791495
0.00307;2.63447561177521
0.00308;2.63500309563547
0.00309;2.63553057949573
0.0031;2.636058063356
0.00311;2.63658554721626
0.00312;2.63711303107652
0.00313;2.63764051493678
0.00314;2.63816799879705
0.00315;2.63869548265731
0.00316;2.63922296651757
0.00317;2.63975045037783
0.00318;2.64027793423809
0.00319;2.64080541809836
0.0032;2.64133290195862
0.00321;2.64186038581888
0.00322;2.64238786967914
0.00323;2.6429153535394
0.00324;2.64344283739967
0.00325;2.64397032125993
0.00326;2.64449780512019
0.00327;2.64502528898045
0.00328;2.64555277284072
0.00329;2.64608025670098
0.0033;2.64660774056124
0.00331;2.6471352244215
0.00332;2.64766270828177
0.00333;2.64819019214203
0.00334;2.64871767600229
0.00335;2.64924515986255
0.00336;2.64977264372281
0.00337;2.65030012758308
0.00338;2.65082761144334
0.00339;2.6513550953036
0.0034;2.65188257916386
0.00341;2.65241006302412
0.00342;2.65293754688439
0.00343;2.65346503074465
0.00344;2.65399251460491
0.00345;2.65451999846517
0.00346;2.65504748232544
0.00347;2.6555749661857
0.00348;2.65610245004596
0.00349;2.65662993390622
0.0035;2.65715741776648
0.00351;2.65768490162675
0.00352;2.65821238548701
0.00353;2.65873986934727
0.00354;2.65926735320753
0.00355;2.6597948370678
0.00356;2.66032232092806
0.00357;2.66084980478832
0.00358;2.66137728864858
0.00359;2.66190477250884
0.0036;2.66243225636911
0.00361;2.66295974022937
0.00362;2.66348690600309
0.00363;2.66400739055196
0.00364;2.66452787510082
0.00365;2.66504835964969
0.00366;2.66556884419856
0.00367;2.66608932874742
0.00368;2.66660981329629
0.00369;2.66713029784516
0.0037;2.66765078239402
0.00371;2.66817126694289
0.00372;2.66869175149176
0.00373;2.66921223604062
0.00374;2.66973272058949
0.00375;2.67025320513836
0.00376;2.67077368968722
0.00377;2.67129417423609
0.00378;2.67181465878496
0.00379;2.67233514333382
0.0038;2.67285562788269
0.00381;2.67337611243156
0.00382;2.67389659698042
0.00383;2.67441708152929
0.00384;2.67493756607816
0.00385;2.67545805062703
0.00386;2.67597853517589
0.00387;2.67649901972476
0.00388;2.67701950427363
0.00389;2.67753998882249
0.0039;2.67806047337136
0.00391;2.67858095792023
0.00392;2.67910144246909
0.00393;2.67962192701796
0.00394;2.68014241156683
0.00395;2.68066289611569
0.00396;2.68118338066456
0.00397;2.68170386521343
0.00398;2.68222434976229
0.00399;2.68274483431116
0.004;2.68326531886003
0.00401;2.68378580340889
0.00402;2.68430628795776
0.00403;2.68477796965736
0.00404;2.68514373879048
0.00405;2.6855095079236
0.00406;2.68587527705672
0.00407;2.68624104618985
0.00408;2.68660681532296
0.00409;2.68697258445608
0.0041;2.68733835358921
0.00411;2.68770412272232
0.00412;2.68806989185545
0.00413;2.68843566098857
0.00414;2.68880143012168
0.00415;2.6891671992548
0.00416;2.68953296838792
0.00417;2.68989873752105
0.00418;2.69026450665416
0.00419;2.69063027578729
0.0042;2.69099604492041
0.00421;2.69136181405353
0.00422;2.69172758318664
0.00423;2.69209335231977
0.00424;2.69245912145289
0.00425;2.69282489058601
0.00426;2.69319065971913
0.00427;2.69355642885225
0.00428;2.69392219798537
0.00429;2.69428796711849
0.0043;2.69465373625161
0.00431;2.69501950538473
0.00432;2.69538527451785
0.00433;2.69575104365097
0.00434;2.69611681278409
0.00435;2.69648258191721
0.00436;2.69684835105033
0.00437;2.69721412018345
0.00438;2.69757988931657
0.00439;2.69794565844969
0.0044;2.69831142758281
0.00441;2.69867719671593
0.00442;2.69904296584905
0.00443;2.69940873498217
0.00444;2.69977450411529
0.00445;2.70014027324841
0.00446;2.70050604238153
0.00447;2.70087181151465
0.00448;2.70123758064777
0.00449;2.70160334978089
0.0045;2.70196911891401
0.00451;2.70233488804713
0.00452;2.70270065718025
0.00453;2.70306642631337
0.00454;2.70343219544649
0.00455;2.70379796457961
0.00456;2.70416373371273
0.00457;2.70452950284585
0.00458;2.70489527197897
0.00459;2.70526104111209
0.0046;2.70562681024521
0.00461;2.70599257937833
0.00462;2.70635834851145
0.00463;2.70670181523454
0.00464;2.70702320266096
0.00465;2.70734459008738
0.00466;2.70766597751379
0.00467;2.70798736494021
0.00468;2.70830875236663
0.00469;2.70863013979304
0.0047;2.70895152721946
0.00471;2.70927291464588
