,I,co,cn,c-dot,dt
1180,0.25,33299.0045001638,33302.48646111038,1.8273340658139288,2.0007611428628636
1181,0.25,33302.48646111038,33305.96842205681,1.8273340657331965,2.0007611428628636
1182,0.25,33305.96842205681,33309.45038300298,1.827334065601188,2.0007611428628636
1183,0.25,33309.45038300298,33312.93234394882,1.827334065426995,2.0007611428628636
1184,0.25,33312.93234394882,33316.41430489424,1.827334065203708,2.0007611428628636
1185,0.25,33316.41430489424,33319.896265839154,1.827334064935691,2.0007611428628636
1186,0.25,33319.896265839154,33323.37822678346,1.827334064618762,2.0007611428628636
1187,0.25,33323.37822678346,33326.86018772706,1.827334064256557,2.0007611428628636
1188,0.25,33326.86018772706,33330.3421486699,1.8273340638483493,2.0007611428628636
1189,0.25,33330.3421486699,33333.82410961188,1.8273340633915929,2.0007611428628636
1190,0.25,33333.82410961188,33337.306070552884,1.8273340628888337,2.0007611428628636
1191,0.25,33337.306070552884,33340.78803149284,1.8273340623391625,2.0007611428628636
1192,0.25,33340.78803149284,33344.26999243166,1.827334061744761,2.0007611428628636
1193,0.25,33344.26999243166,33347.751953369276,1.8273340611019928,2.0007611428628636
1194,0.25,33347.751953369276,33351.233914305565,1.827334060411949,2.0007611428628636
1195,0.25,33351.233914305565,33354.71587524044,1.8273340596768113,2.0007611428628636
1196,0.25,33354.71587524044,33358.19783617383,1.8273340588938525,2.0007611428628636
1197,0.25,33358.19783617383,33361.67979710565,1.8273340580652544,2.0007611428628636
1198,0.25,33361.67979710565,33365.16175803579,1.827334057188653,2.0007611428628636
1199,0.25,33365.16175803579,33368.643718964195,1.8273340562665945,2.0007611428628636
1200,0.25,33368.643718964195,33372.125679890734,1.8273340552968966,2.0007611428628636
1201,0.25,33372.125679890734,33375.607640815346,1.8273340542819227,2.0007611428628636
1202,0.25,33375.607640815346,33379.08960173792,1.8273340532196736,2.0007611428628636
1203,0.25,33379.08960173792,33382.57156265839,1.827334052109603,2.0007611428628636
1204,0.25,33382.57156265839,33386.05352357666,1.8273340509542568,2.0007611428628636
1205,0.25,33386.05352357666,33389.535484492626,1.8273340497516348,2.0007611428628636
1206,0.25,33389.535484492626,33393.017445406214,1.827334048501737,2.0007611428628636
1207,0.25,33393.017445406214,33396.49940631734,1.8273340472060184,2.0007611428628636
1208,0.25,33396.49940631734,33399.98136722591,1.8273340458642968,2.0007611428628636
1209,0.25,33399.98136722591,33403.46332813183,1.8273340444751176,2.0007611428628636
1210,0.25,33403.46332813183,33406.945289035015,1.8273340430390264,2.0007611428628636
1211,0.25,33406.945289035015,33410.427249935376,1.827334041556205,2.0007611428628636
1212,0.25,33410.427249935376,33413.90921083281,1.8273340400271985,2.0007611428628636
1213,0.25,33413.90921083281,33417.391171727264,1.8273340384518255,2.0007611428628636
1214,0.25,33417.391171727264,33420.87313261861,1.8273340368284499,2.0007611428628636
1215,0.25,33420.87313261861,33424.35509350678,1.8273340351592529,2.0007611428628636
1216,0.25,33424.35509350678,33427.83705439168,1.8273340334440527,2.0007611428628636
1217,0.25,33427.83705439168,33431.31901527323,1.8273340316808497,2.0007611428628636
1218,0.25,33431.31901527323,33434.80097615131,1.8273340298729166,2.0007611428628636
1219,0.25,33434.80097615131,33438.28293702588,1.8273340280158894,2.0007611428628636
1220,0.25,33438.28293702588,33441.764897896806,1.8273340261128594,2.0007611428628636
1221,0.25,33441.764897896806,33445.246858764025,1.8273340241643719,2.0007611428628636
1222,0.25,33445.246858764025,33448.728819627446,1.8273340221696996,2.0007611428628636
1223,0.25,33448.728819627446,33452.21078048697,1.8273340201255697,2.0007611428628636
1224,0.25,33452.21078048697,33455.69274134251,1.827334018037437,2.0007611428628636
1225,0.25,33455.69274134251,33459.17470219399,1.82733401590021,2.0007611428628636
1226,0.25,33459.17470219399,33462.656663041285,1.8273340137193441,2.0007611428628636
1227,0.25,33462.656663041285,33466.13862388436,1.8273340114890206,2.0007611428628636
1228,0.25,33466.13862388436,33469.62058472309,1.827334009212694,2.0007611428628636
1229,0.25,33469.62058472309,33473.1025455574,1.8273340068918191,2.0007611428628636
1230,0.25,33473.1025455574,33476.58450638718,1.8273340045216686,2.0007611428628636
1231,0.25,33476.58450638718,33480.06646721236,1.8273340021046058,2.0007611428628636
1232,0.25,33480.06646721236,33483.54842803286,1.8273339996446314,2.0007611428628636
1233,0.25,33483.54842803286,33487.03038884857,1.8273339971339262,2.0007611428628636
1234,0.25,33487.03038884857,33490.51234965942,1.8273339945784912,2.0007611428628636
1235,0.25,33490.51234965942,33493.99431046531,1.827333991974871,2.0007611428628636
1236,0.25,33493.99431046531,33497.47627126614,1.827333989326157,2.0007611428628636
1237,0.25,33497.47627126614,33500.95823206183,1.8273339866319858,2.0007611428628636
1238,0.25,33500.95823206183,33504.44019285231,1.8273339838874476,2.0007611428628636
1239,0.25,33504.44019285231,33507.92215363746,1.8273339810990887,2.0007611428628636
1240,0.25,33507.92215363746,33511.40411441723,1.8273339782630902,2.0007611428628636
1241,0.25,33511.40411441723,33514.88607519149,1.827333975380907,2.0007611428628636
1242,0.25,33514.88607519149,33518.368035960164,1.827333972451266,2.0007611428628636
1243,0.25,33518.368035960164,33521.84999672318,1.827333969475077,2.0007611428628636
1244,0.25,33521.84999672318,33525.33195748042,1.827333966452703,2.0007611428628636
1245,0.25,33525.33195748042,33528.81391823182,1.8273339633835988,2.0007611428628636
1246,0.25,33528.81391823182,33532.2958789773,1.8273339602679461,2.0007611428628636
1247,0.25,33532.2958789773,33535.77783971672,1.8273339571046543,2.0007611428628636
1248,0.25,33535.77783971672,33539.259800450054,1.8273339538971776,2.0007611428628636
1249,0.25,33539.259800450054,33542.74176117717,1.8273339506393342,2.0007611428628636
1250,0.25,33542.74176117717,33546.223721897986,1.8273339473380332,2.0007611428628636
1251,0.25,33546.223721897986,33549.70568261243,1.8273339439876384,2.0007611428628636
1252,0.25,33549.70568261243,33553.187643320416,1.827333940593241,2.0007611428628636
1253,0.25,33553.187643320416,33556.66960402182,1.8273339371501127,2.0007611428628636
1254,0.25,33556.66960402182,33560.15156471658,1.827333933659891,2.0007611428628636
1255,0.25,33560.15156471658,33563.63352540461,1.8273339301247573,2.0007611428628636
1256,0.25,33563.63352540461,33567.11548608582,1.8273339265423478,2.0007611428628636
1257,0.25,33567.11548608582,33570.597446760105,1.8273339229144807,2.0007611428628636
1258,0.25,33570.597446760105,33574.07940742738,1.8273339192362468,2.0007611428628636
1259,0.25,33574.07940742738,33577.56136808757,1.8273339155147375,2.0007611428628636
1260,0.25,33577.56136808757,33581.043328740576,1.8273339117457705,2.0007611428628636
1261,0.25,33581.043328740576,33584.52528938631,1.8273339079288007,2.0007611428628636
1262,0.25,33584.52528938631,33588.00725002469,1.8273339040672827,2.0007611428628636
1263,0.25,33588.00725002469,33591.4892106556,1.827333900158125,2.0007611428628636
1264,0.25,33591.4892106556,33594.971171278994,1.8273338962016916,2.0007611428628636
1265,0.25,33594.971171278994,33598.45313189476,1.8273338922003464,2.0007611428628636
1266,0.25,33598.45313189476,33601.935092502805,1.827333888149907,2.0007611428628636
1267,0.25,33601.935092502805,33605.41705310305,1.827333884053101,2.0007611428628636
1268,0.25,33605.41705310305,33608.89901369539,1.827333879912474,2.0007611428628636
1269,0.25,33608.89901369539,33612.38097427975,1.8273338757222077,2.0007611428628636
1270,0.25,33612.38097427975,33615.86293485605,1.8273338714870295,2.0007611428628636
1271,0.25,33615.86293485605,33619.34489542419,1.827333867203121,2.0007611428628636
1272,0.25,33619.34489542419,33622.82685598407,1.8273338628757547,2.0007611428628636
1273,0.25,33622.82685598407,33626.30881653561,1.8273338584989312,2.0007611428628636
1274,0.25,33626.30881653561,33629.79077707873,1.8273338540762862,2.0007611428628636
1275,0.25,33629.79077707873,33633.27273761333,1.8273338496065477,2.0007611428628636
1276,0.25,33633.27273761333,33636.754698139324,1.827333845091533,2.0007611428628636
1277,0.25,33636.754698139324,33640.23665865663,1.8273338405283341,2.0007611428628636
1278,0.25,33640.23665865663,33643.718619165156,1.8273338359189502,2.0007611428628636
1279,0.25,33643.718619165156,33647.2005796648,1.8273338312641088,2.0007611428628636
1280,0.25,33647.2005796648,33650.68254015548,1.8273338265607189,2.0007611428628636
1281,0.25,33650.68254015548,33654.16450063712,1.8273338218120534,2.0007611428628636
1282,0.25,33654.16450063712,33657.64646110963,1.8273338170159301,2.0007611428628636
1283,0.25,33657.64646110963,33661.128421572896,1.827333812172895,2.0007611428628636
1284,0.25,33661.128421572896,33664.61038202684,1.8273338072836751,2.0007611428628636
1285,0.25,33664.61038202684,33668.092342471406,1.8273338023484524,2.0007611428628636
1286,0.25,33668.092342471406,33671.57430290646,1.827333797365772,2.0007611428628636
1287,0.25,33671.57430290646,33675.056263331935,1.827333792335634,2.0007611428628636
1288,0.25,33675.056263331935,33678.53822374773,1.8273337872611295,2.0007611428628636
1289,0.25,33678.53822374773,33682.020184153764,1.827333782137531,2.0007611428628636
1290,0.25,33682.020184153764,33685.50214454996,1.8273337769695663,2.0007611428628636
1291,0.25,33685.50214454996,33688.98410493621,1.827333771752871,2.0007611428628636
1292,0.25,33688.98410493621,33692.46606531244,1.8273337664894456,2.0007611428628636
1293,0.25,33692.46606531244,33695.94802567854,1.8273337611800171,2.0007611428628636
1294,0.25,33695.94802567854,33699.42998603445,1.827333755825313,2.0007611428628636
1295,0.25,33699.42998603445,33702.91194638005,1.827333750422424,2.0007611428628636
1296,0.25,33702.91194638005,33706.39390671528,1.8273337449733502,2.0007611428628636
1297,0.25,33706.39390671528,33709.87586704003,1.8273337394773645,2.0007611428628636
1298,0.25,33709.87586704003,33713.35782735421,1.8273337339350122,2.0007611428628636
1299,0.25,33713.35782735421,33716.83978765775,1.8273337283452025,2.0007611428628636
1300,0.25,33716.83978765775,33720.321747950555,1.8273337227092077,2.0007611428628636
1301,0.25,33720.321747950555,33723.80370823253,1.8273337170264827,2.0007611428628636
1302,0.25,33723.80370823253,33727.28566850357,1.8273337112981187,2.0007611428628636
1303,0.25,33727.28566850357,33730.76762876363,1.8273337055217513,2.0007611428628636
1304,0.25,33730.76762876363,33734.2495890126,1.8273336996999268,2.0007611428628636
1305,0.25,33734.2495890126,33737.73154925036,1.8273336938293718,2.0007611428628636
1306,0.25,33737.73154925036,33741.21350947685,1.8273336879144504,2.0007611428628636
1307,0.25,33741.21350947685,33744.69546969199,1.827333681951344,2.0007611428628636
1308,0.25,33744.69546969199,33748.17742989567,1.8273336759424164,2.0007611428628636
1309,0.25,33748.17742989567,33751.659390087814,1.8273336698858496,2.0007611428628636
1310,0.25,33751.659390087814,33755.14135026834,1.8273336637830981,2.0007611428628636
1311,0.25,33755.14135026834,33758.62331043714,1.8273336576343435,2.0007611428628636
1312,0.25,33758.62331043714,33762.10527059414,1.8273336514392222,2.0007611428628636
1313,0.25,33762.10527059414,33765.587230739235,1.82733364519628,2.0007611428628636
1314,0.25,33765.587230739235,33769.06919087235,1.8273336389066073,2.0007611428628636
1315,0.25,33769.06919087235,33772.55115099339,1.82733363257075,2.0007611428628636
1316,0.25,33772.55115099339,33776.03311110227,1.827333626188708,2.0007611428628636
1317,0.25,33776.03311110227,33779.5150711989,1.827333619758481,2.0007611428628636
1318,0.25,33779.5150711989,33782.99703128319,1.8273336132826148,2.0007611428628636
1319,0.25,33782.99703128319,33786.47899135505,1.827333606760382,2.0007611428628636
1320,0.25,33786.47899135505,33789.960951414396,1.8273336001910554,2.0007611428628636
1321,0.25,33789.960951414396,33793.44291146113,1.8273335935760893,2.0007611428628636
1322,0.25,33793.44291146113,33796.92487149517,1.8273335869114837,2.0007611428628636
1323,0.25,33796.92487149517,33800.406831516426,1.827333580203239,2.0007611428628636
1324,0.25,33800.406831516426,33803.88879152482,1.8273335734482643,2.0007611428628636
1325,0.25,33803.88879152482,33807.37075152023,1.8273335666443773,2.0007611428628636
1326,0.25,33807.37075152023,33810.85271150261,1.8273335597953964,2.0007611428628636
1327,0.25,33810.85271150261,33814.33467147183,1.827333552899867,2.0007611428628636
1328,0.25,33814.33467147183,33817.81663142783,1.8273335459568802,2.0007611428628636
1329,0.25,33817.81663142783,33821.29859137052,1.8273335389678904,2.0007611428628636
1330,0.25,33821.29859137052,33824.78055129979,1.8273335319310795,2.0007611428628636
1331,0.25,33824.78055129979,33828.262511215566,1.827333524849902,2.0007611428628636
1332,0.25,33828.262511215566,33831.74447111777,1.8273335177190853,2.0007611428628636
1333,0.25,33831.74447111777,33835.22643100628,1.8273335105451745,2.0007611428628636
1334,0.25,33835.22643100628,33838.708390881045,1.8273335033214424,2.0007611428628636
1335,0.25,33838.708390881045,33842.19035074195,1.8273334960529803,2.0007611428628636
1336,0.25,33842.19035074195,33845.67231058892,1.8273334887350607,2.0007611428628636
1337,0.25,33845.67231058892,33849.15427042187,1.8273334813742292,2.0007611428628636
1338,0.25,33849.15427042187,33852.63623024067,1.8273334739641216,2.0007611428628636
1339,0.25,33852.63623024067,33856.118190045294,1.8273334665087386,2.0007611428628636
1340,0.25,33856.118190045294,33859.600149835605,1.8273334590055343,2.0007611428628636
1341,0.25,33859.600149835605,33863.08210961153,1.827333451457418,2.0007611428628636
1342,0.25,33863.08210961153,33866.564069372995,1.8273334438596622,2.0007611428628636
1343,0.25,33866.564069372995,33870.04602911989,1.8273334362182674,2.0007611428628636
1344,0.25,33870.04602911989,33873.52798885213,1.8273334285286877,2.0007611428628636
1345,0.25,33873.52798885213,33877.009948569634,1.8273334207929233,2.0007611428628636
1346,0.25,33877.009948569634,33880.49190827231,1.827333413010974,2.0007611428628636
1347,0.25,33880.49190827231,33883.973867960056,1.8273334051804762,2.0007611428628636
1348,0.25,33883.973867960056,33887.4558276328,1.8273333973054302,2.0007611428628636
1349,0.25,33887.4558276328,33890.93778729046,1.8273333893814718,2.0007611428628636
1350,0.25,33890.93778729046,33894.419746932916,1.8273333814131472,2.0007611428628636
1351,0.25,33894.419746932916,33897.90170656011,1.8273333733979102,2.0007611428628636
1352,0.25,33897.90170656011,33901.38366617194,1.8273333653344885,2.0007611428628636
1353,0.25,33901.38366617194,33904.86562576831,1.827333357224882,2.0007611428628636
1354,0.25,33904.86562576831,33908.34758534915,1.82733334907,2.0007611428628636
1355,0.25,33908.34758534915,33911.82954491435,1.8273333408667511,2.0007611428628636
1356,0.25,33911.82954491435,33915.31150446384,1.8273333326173178,2.0007611428628636
1357,0.25,33915.31150446384,33918.7934639975,1.8273333243204268,2.0007611428628636
1358,0.25,33918.7934639975,33922.2754235153,1.8273333159795326,2.0007611428628636
1359,0.25,33922.2754235153,33925.757383020595,1.8273333094276618,2.0007611428628636
1360,0.25,33925.757383020595,33929.239342525565,1.8273333092583781,2.0007611428628636
1361,0.25,33929.239342525565,33932.721302031256,1.8273333096353113,2.0007611428628636
1362,0.25,33932.721302031256,33936.20326153767,1.8273333100153355,2.0007611428628636
1363,0.25,33936.20326153767,33939.68522104481,1.8273333103935412,2.0007611428628636
1364,0.25,33939.68522104481,33943.16718055267,1.8273333107692016,2.0007611428628636
1365,0.25,33943.16718055267,33946.649140061236,1.8273333111463164,2.0007611428628636
1366,0.25,33946.649140061236,33950.13109957053,1.8273333115243404,2.0007611428628636
1367,0.25,33950.13109957053,33953.61305908054,1.8273333118990915,2.0007611428628636
1368,0.25,33953.61305908054,33957.09501859125,1.8273333122727518,2.0007611428628636
1369,0.25,33957.09501859125,33960.57697810268,1.827333312649321,2.0007611428628636
1370,0.25,33960.57697810268,33964.058937614835,1.8273333130224358,2.0007611428628636
1371,0.25,33964.058937614835,33967.54089712769,1.8273333133964595,2.0007611428628636
1372,0.25,33967.54089712769,33971.02285664126,1.8273333137692105,2.0007611428628636
1373,0.25,33971.02285664126,33974.504816155546,1.8273333141410522,2.0007611428628636
1374,0.25,33974.504816155546,33977.986775670535,1.827333314513985,2.0007611428628636
1375,0.25,33977.986775670535,33981.46873518623,1.827333314884554,2.0007611428628636
1376,0.25,33981.46873518623,33984.95069470264,1.8273333152571234,2.0007611428628636
1377,0.25,33984.95069470264,33988.43265421974,1.8273333156266012,2.0007611428628636
1378,0.25,33988.43265421974,33991.91461373756,1.8273333159973522,2.0007611428628636
1379,0.25,33991.91461373756,33995.39657325607,1.827333316363921,2.0007611428628636
1380,0.25,33995.39657325607,33998.87853277529,1.8273333167359445,2.0007611428628636
1381,0.25,33998.87853277529,34002.36049229521,1.8273333171023314,2.0007611428628636
1382,0.25,34002.36049229521,34005.842451815835,1.8273333174705366,2.0007611428628636
1383,0.25,34005.842451815835,34009.324411337155,1.827333317837469,2.0007611428628636
1384,0.25,34009.324411337155,34012.80637085918,1.8273333182054925,2.0007611428628636
1385,0.25,34012.80637085918,34016.28833038189,1.8273333185704248,2.0007611428628636
1386,0.25,34016.28833038189,34019.77028990532,1.8273333189368117,2.0007611428628636
1387,0.25,34019.77028990532,34023.25224942943,1.8273333193011985,2.0007611428628636
1388,0.25,34023.25224942943,34026.73420895423,1.8273333196674038,2.0007611428628636
1389,0.25,34026.73420895423,34030.21616847973,1.8273333200296085,2.0007611428628636
1390,0.25,34030.21616847973,34033.698128005926,1.8273333203934496,2.0007611428628636
1391,0.25,34033.698128005926,34037.18008753281,1.827333320757473,2.0007611428628636
1392,0.25,34037.18008753281,34040.66204706039,1.8273333211189504,2.0007611428628636
1393,0.25,34040.66204706039,34044.14400658865,1.8273333214815188,2.0007611428628636
1394,0.25,34044.14400658865,34047.6259661176,1.8273333218428145,2.0007611428628636
1395,0.25,34047.6259661176,34051.107925647244,1.827333322203383,2.0007611428628636
1396,0.25,34051.107925647244,34054.58988517757,1.8273333225644968,2.0007611428628636
1397,0.25,34054.58988517757,34058.07184470859,1.8273333229237922,2.0007611428628636
1398,0.25,34058.07184470859,34061.55380424029,1.8273333232834517,2.0007611428628636
1399,0.25,34061.55380424029,34065.03576377266,1.8273333236422018,2.0007611428628636
1400,0.25,34065.03576377266,34068.51772330573,1.8273333240005882,2.0007611428628636
1401,0.25,34068.51772330573,34071.99968283948,1.8273333243578835,2.0007611428628636
1402,0.25,34071.99968283948,34075.48164237391,1.8273333247149972,2.0007611428628636
1403,0.25,34075.48164237391,34078.96360190901,1.8273333250726562,2.0007611428628636
1404,0.25,34078.96360190901,34082.44556144481,1.827333325428679,2.0007611428628636
1405,0.25,34082.44556144481,34085.92752098126,1.8273333257839741,2.0007611428628636
1406,0.25,34085.92752098126,34089.409480518414,1.8273333261390878,2.0007611428628636
1407,0.25,34089.409480518414,34092.89144005623,1.827333326493474,2.0007611428628636
1408,0.25,34092.89144005623,34096.37339959472,1.8273333268480418,2.0007611428628636
1409,0.25,34096.37339959472,34099.85535913388,1.8273333272009735,2.0007611428628636
1410,0.25,34099.85535913388,34103.337318673715,1.827333327554814,2.0007611428628636
1411,0.25,34103.337318673715,34106.81927821423,1.8273333279059272,2.0007611428628636
1412,0.25,34106.81927821423,34110.3012377554,1.8273333282588589,2.0007611428628636
1413,0.25,34110.3012377554,34113.783197297256,1.8273333286103357,2.0007611428628636
1414,0.25,34113.783197297256,34117.26515683978,1.8273333289619944,2.0007611428628636
1415,0.25,34117.26515683978,34120.747116382954,1.8273333293112894,2.0007611428628636
1416,0.25,34120.747116382954,34124.22907592681,1.8273333296607663,2.0007611428628636
1417,0.25,34124.22907592681,34127.71103547133,1.8273333300106065,2.0007611428628636
1418,0.25,34127.71103547133,34131.192995016514,1.8273333303599015,2.0007611428628636
1419,0.25,34131.192995016514,34134.67495456235,1.8273333307079236,2.0007611428628636
1420,0.25,34134.67495456235,34138.15691410886,1.8273333310550366,2.0007611428628636
1421,0.25,34138.15691410886,34141.63887365604,1.8273333314030586,2.0007611428628636
1422,0.25,34141.63887365604,34145.120833203866,1.827333331749808,2.0007611428628636
1423,0.25,34145.120833203866,34148.60279275236,1.8273333320952845,2.0007611428628636
1424,0.25,34148.60279275236,34152.08475230151,1.827333332440943,2.0007611428628636
1425,0.25,34152.08475230151,34155.566711851316,1.8273333327856922,2.0007611428628636
1426,0.25,34155.566711851316,34159.04867140177,1.8273333331311687,2.0007611428628636
1427,0.25,34159.04867140177,34162.53063095289,1.8273333334751904,2.0007611428628636
1428,0.25,34162.53063095289,34166.01259050467,1.8273333338190305,2.0007611428628636
1429,0.25,34166.01259050467,34169.49455005709,1.8273333341608704,2.0007611428628636
1430,0.25,34169.49455005709,34172.97650961018,1.8273333345039833,2.0007611428628636
1431,0.25,34172.97650961018,34176.458469163896,1.8273333348458232,2.0007611428628636
1432,0.25,34176.458469163896,34179.94042871829,1.8273333351874812,2.0007611428628636
1433,0.25,34179.94042871829,34183.42238827333,1.8273333355278665,2.0007611428628636
1434,0.25,34183.42238827333,34186.904347829,1.8273333358686155,2.0007611428628636
1435,0.25,34186.904347829,34190.38630738533,1.8273333362090005,2.0007611428628636
1436,0.25,34190.38630738533,34193.86826694229,1.8273333365479312,2.0007611428628636
1437,0.25,34193.86826694229,34197.35022649992,1.8273333368850437,2.0007611428628636
1438,0.25,34197.35022649992,34200.83218605818,1.8273333372259744,2.0007611428628636
1439,0.25,34200.83218605818,34204.31414561709,1.8273333375629048,2.0007611428628636
1440,0.25,34204.31414561709,34207.79610517664,1.8273333378998353,2.0007611428628636
1441,0.25,34207.79610517664,34211.27806473683,1.827333338235493,2.0007611428628636
1442,0.25,34211.27806473683,34214.76002429767,1.827333338572969,2.0007611428628636
1443,0.25,34214.76002429767,34218.24198385914,1.8273333389080813,2.0007611428628636
1444,0.25,34218.24198385914,34221.723943421246,1.8273333392439208,2.0007611428628636
1445,0.25,34221.723943421246,34225.205902983995,1.827333339577942,2.0007611428628636
1446,0.25,34225.205902983995,34228.687862547384,1.827333339911236,2.0007611428628636
1447,0.25,34228.687862547384,34232.169822111406,1.827333340245439,2.0007611428628636
1448,0.25,34232.169822111406,34235.65178167606,1.827333340578915,2.0007611428628636
1449,0.25,34235.65178167606,34239.13374124134,1.8273333409105723,2.0007611428628636
1450,0.25,34239.13374124134,34242.615700807255,1.8273333412420478,2.0007611428628636
1451,0.25,34242.615700807255,34246.097660373816,1.82733334157516,2.0007611428628636
1452,0.25,34246.097660373816,34249.579619940996,1.827333341904999,2.0007611428628636
1453,0.25,34249.579619940996,34253.06157950881,1.8273333422348381,2.0007611428628636
1454,0.25,34253.06157950881,34256.54353907724,1.8273333425657683,2.0007611428628636
1455,0.25,34256.54353907724,34260.02549864632,1.8273333428945167,2.0007611428628636
1456,0.25,34260.02549864632,34263.50745821601,1.827333343223083,2.0007611428628636
1457,0.25,34263.50745821601,34266.98941778634,1.827333343552013,2.0007611428628636
1458,0.25,34266.98941778634,34270.47137735727,1.827333343878761,2.0007611428628636
1459,0.25,34270.47137735727,34273.95333692883,1.8273333442071455,2.0007611428628636
1460,0.25,34273.95333692883,34277.435296501026,1.8273333445324387,2.0007611428628636
1461,0.25,34277.435296501026,34280.91725607383,1.8273333448599143,2.0007611428628636
1462,0.25,34280.91725607383,34284.39921564728,1.827333345184844,2.0007611428628636
1463,0.25,34284.39921564728,34287.88117522132,1.8273333455097736,2.0007611428628636
1464,0.25,34287.88117522132,34291.363134795996,1.8273333458350671,2.0007611428628636
1465,0.25,34291.363134795996,34294.845094371274,1.8273333461579966,2.0007611428628636
1466,0.25,34294.845094371274,34298.327053947185,1.8273333464821993,2.0007611428628636
1467,0.25,34298.327053947185,34301.80901352371,1.8273333468054926,2.0007611428628636
1468,0.25,34301.80901352371,34305.29097310084,1.8273333471267856,2.0007611428628636
1469,0.25,34305.29097310084,34308.77293267858,1.8273333474508062,2.0007611428628636
1470,0.25,34308.77293267858,34312.25489225695,1.8273333477706446,2.0007611428628636
1471,0.25,34312.25489225695,34315.73685183592,1.827333348090847,2.0007611428628636
1472,0.25,34315.73685183592,34319.21881141549,1.827333348412322,2.0007611428628636
1473,0.25,34319.21881141549,34322.70077099569,1.8273333487321604,2.0007611428628636
1474,0.25,34322.70077099569,34326.1827305765,1.8273333490505443,2.0007611428628636
1475,0.25,34326.1827305765,34329.66469015789,1.827333349370201,2.0007611428628636
1476,0.25,34329.66469015789,34333.1466497399,1.827333349688403,2.0007611428628636
1477,0.25,34333.1466497399,34336.62860932252,1.827333350005514,2.0007611428628636
1478,0.25,34336.62860932252,34340.11056890575,1.827333350322989,2.0007611428628636
1479,0.25,34340.11056890575,34343.59252848957,1.827333350639918,2.0007611428628636
1480,0.25,34343.59252848957,34347.074488074,1.8273333509553926,2.0007611428628636
1481,0.25,34347.074488074,34350.55644765903,1.8273333512715946,2.0007611428628636
1482,0.25,34350.55644765903,34354.03840724466,1.8273333515863417,2.0007611428628636
1483,0.25,34354.03840724466,34357.5203668309,1.8273333519018164,2.0007611428628636
1484,0.25,34357.5203668309,34361.00232641771,1.8273333522147452,2.0007611428628636
1485,0.25,34361.00232641771,34364.48428600514,1.827333352528038,2.0007611428628636
1486,0.25,34364.48428600514,34367.966245593154,1.8273333528418763,2.0007611428628636
1487,0.25,34367.966245593154,34371.44820518178,1.8273333531535323,2.0007611428628636
1488,0.25,34371.44820518178,34374.93016477099,1.8273333534662795,2.0007611428628636
1489,0.25,34374.93016477099,34378.4121243608,1.8273333537770267,2.0007611428628636
1490,0.25,34378.4121243608,34381.89408395119,1.8273333540879555,2.0007611428628636
1491,0.25,34381.89408395119,34385.37604354219,1.827333354398157,2.0007611428628636
1492,0.25,34385.37604354219,34388.85800313376,1.8273333547087223,2.0007611428628636
1493,0.25,34388.85800313376,34392.33996272593,1.8273333550167417,2.0007611428628636
1494,0.25,34392.33996272593,34395.82192231868,1.8273333553260342,2.0007611428628636
1495,0.25,34395.82192231868,34399.30388191204,1.8273333556344173,2.0007611428628636
1496,0.25,34399.30388191204,34402.78584150596,1.8273333559420732,2.0007611428628636
1497,0.25,34402.78584150596,34406.26780110047,1.8273333562500929,2.0007611428628636
1498,0.25,34406.26780110047,34409.74976069557,1.8273333565561125,2.0007611428628636
1499,0.25,34409.74976069557,34413.23172029126,1.8273333568621317,2.0007611428628636
1500,0.25,34413.23172029126,34416.71367988752,1.8273333571668784,2.0007611428628636
1501,0.25,34416.71367988752,34420.19563948437,1.8273333574736252,2.0007611428628636
1502,0.25,34420.19563948437,34423.677599081784,1.827333357776008,2.0007611428628636
1503,0.25,34423.677599081784,34427.1595586798,1.8273333580809366,2.0007611428628636
1504,0.25,34427.1595586798,34430.64151827838,1.8273333583856832,2.0007611428628636
1505,0.25,34430.64151827838,34434.12347787754,1.8273333586873388,2.0007611428628636
1506,0.25,34434.12347787754,34437.60543747728,1.8273333589897214,2.0007611428628636
1507,0.25,34437.60543747728,34441.0873970776,1.8273333592921044,2.0007611428628636
1508,0.25,34441.0873970776,34444.56935667848,1.8273333595935783,2.0007611428628636
1509,0.25,34444.56935667848,34448.05131627995,1.8273333598934154,2.0007611428628636
1510,0.25,34448.05131627995,34451.53327588197,1.8273333601954347,2.0007611428628636
1511,0.25,34451.53327588197,34455.015235484585,1.8273333604934534,2.0007611428628636
1512,0.25,34455.015235484585,34458.49719508776,1.8273333607943816,2.0007611428628636
1513,0.25,34458.49719508776,34461.979154691486,1.827333361092037,2.0007611428628636
1514,0.25,34461.979154691486,34465.46111429581,1.8273333613902378,2.0007611428628636
1515,0.25,34465.46111429581,34468.943073900686,1.8273333616884386,2.0007611428628636
1516,0.25,34468.943073900686,34472.42503350614,1.8273333619855485,2.0007611428628636
1517,0.25,34472.42503350614,34475.90699311214,1.8273333622813854,2.0007611428628636
1518,0.25,34475.90699311214,34479.38895271871,1.8273333625792225,2.0007611428628636
1519,0.25,34479.38895271871,34482.87091232585,1.8273333628719686,2.0007611428628636
1520,0.25,34482.87091232585,34486.35287193356,1.827333363168169,2.0007611428628636
1521,0.25,34486.35287193356,34489.83483154181,1.827333363464188,2.0007611428628636
1522,0.25,34489.83483154181,34493.31679115063,1.8273333637571154,2.0007611428628636
