,I,co,cn,c-dot,dt
12159,1.25,32400.79110065081,32418.22219429526,9.141045618405172,2.0022488772857745
12160,1.25,32418.22219429526,32435.65296299529,9.140875214192926,2.0022488772857745
12161,1.25,32435.65296299529,32453.08356564364,9.140788134978989,2.0022488772857745
12162,1.25,32453.08356564364,32470.51416113307,9.140784380765538,2.0022488772857745
12163,1.25,32470.51416113307,32487.944908356316,9.140863951552578,2.0022488772857745
12164,1.25,32487.944908356316,32505.375966206153,9.141026847338289,2.0022488772857745
12165,1.25,32505.375966206153,32522.807493575317,9.141273068125399,2.0022488772857745
12166,1.25,32522.807493575317,32540.239649356543,9.141602613910452,2.0022488772857745
12167,1.25,32540.239649356543,32557.672592442606,9.142015484697268,2.0022488772857745
12168,1.25,32557.672592442606,32575.10648172625,9.142511680483299,2.0022488772857745
12169,1.25,32575.10648172625,32592.54147610021,9.14309120126873,2.0022488772857745
12170,1.25,32592.54147610021,32609.977734457247,9.143754047055012,2.0022488772857745
12171,1.25,32609.977734457247,32627.41541569012,9.144500217840694,2.0022488772857745
12172,1.25,32627.41541569012,32644.85404996192,9.145000001304867,2.0022488772857745
12173,1.25,32644.85404996192,32662.29264339177,9.144978583366672,2.0022488772857745
12174,1.25,32662.29264339177,32679.731176925645,9.144947173295682,2.0022488772857745
12175,1.25,32679.731176925645,32697.169648013903,9.144914426166574,2.0022488772857745
12176,1.25,32697.169648013903,32714.608054106895,9.144880341983159,2.0022488772857745
12177,1.25,32714.608054106895,32732.046392655007,9.144844920741988,2.0022488772857745
12178,1.25,32732.046392655007,32749.48466110857,9.144808162442516,2.0022488772857745
12179,1.25,32749.48466110857,32766.92285691796,9.14477006708692,2.0022488772857745
12180,1.25,32766.92285691796,32784.36097753354,9.144730634676112,2.0022488772857745
12181,1.25,32784.36097753354,32801.79902040567,9.144689865206093,2.0022488772857745
12182,1.25,32801.79902040567,32819.236982984716,9.14464775867959,2.0022488772857745
12183,1.25,32819.236982984716,32836.67486272102,9.144604315097872,2.0022488772857745
12184,1.25,32836.67486272102,32854.112657064965,9.144559534457489,2.0022488772857745
12185,1.25,32854.112657064965,32871.5503634669,9.144513416760804,2.0022488772857745
12186,1.25,32871.5503634669,32888.9879793772,9.144465962007267,2.0022488772857745
12187,1.25,32888.9879793772,32906.4255022462,9.144417170199064,2.0022488772857745
12188,1.25,32906.4255022462,32923.8629295243,9.144367041328561,2.0022488772857745
12189,1.25,32923.8629295243,32941.30025866182,9.144315575407026,2.0022488772857745
12190,1.25,32941.30025866182,32958.73748710915,9.144262772425913,2.0022488772857745
12191,1.25,32958.73748710915,32976.17461231664,9.144208632387047,2.0022488772857745
12192,1.25,32976.17461231664,32993.61163173466,9.144153155294237,2.0022488772857745
12193,1.25,32993.61163173466,33011.04854281355,9.144096341141127,2.0022488772857745
12194,1.25,33011.04854281355,33028.485343003704,9.144038189934074,2.0022488772857745
12195,1.25,33028.485343003704,33045.92202975544,9.143978701667448,2.0022488772857745
12196,1.25,33045.92202975544,33063.358600519176,9.14391787634579,2.0022488772857745
12197,1.25,33063.358600519176,33080.79505274523,9.143855713967648,2.0022488772857745
12198,1.25,33080.79505274523,33098.23138388396,9.14379221453066,2.0022488772857745
12199,1.25,33098.23138388396,33115.66759138576,9.143727378039182,2.0022488772857745
12200,1.25,33115.66759138576,33133.10367270097,9.143661204489586,2.0022488772857745
12201,1.25,33133.10367270097,33150.53962527995,9.143593693881504,2.0022488772857745
12202,1.25,33150.53962527995,33167.97544657308,9.14352484622039,2.0022488772857745
12203,1.25,33167.97544657308,33185.41113403069,9.143454661498795,2.0022488772857745
12204,1.25,33185.41113403069,33202.84668510317,9.143383139722895,2.0022488772857745
12205,1.25,33202.84668510317,33220.28209724087,9.143310280888327,2.0022488772857745
12206,1.25,33220.28209724087,33237.717367894154,9.143236084997458,2.0022488772857745
12207,1.25,33237.717367894154,33255.15249451339,9.143160552050103,2.0022488772857745
12208,1.25,33255.15249451339,33272.58747454892,9.143083682045535,2.0022488772857745
12209,1.25,33272.58747454892,33290.02230545111,9.143005474984847,2.0022488772857745
12210,1.25,33290.02230545111,33307.45698467032,9.142925930866038,2.0022488772857745
12211,1.25,33307.45698467032,33324.89150965695,9.142845049690742,2.0022488772857745
12212,1.25,33324.89150965695,33342.325877861294,9.142762831458963,2.0022488772857745
12213,1.25,33342.325877861294,33359.760086733775,9.142679276170334,2.0022488772857745
12214,1.25,33359.760086733775,33377.19413372471,9.142594383824676,2.0022488772857745
12215,1.25,33377.19413372471,33394.6280162845,9.142508154422714,2.0022488772857745
12216,1.25,33394.6280162845,33412.061731863476,9.142420587962814,2.0022488772857745
12217,1.25,33412.061731863476,33429.495277912,9.142331684445699,2.0022488772857745
12218,1.25,33429.495277912,33446.92865188045,9.14224144387392,2.0022488772857745
12219,1.25,33446.92865188045,33464.361851219175,9.142149866243109,2.0022488772857745
12220,1.25,33464.361851219175,33481.79487337855,9.142056951556723,2.0022488772857745
12221,1.25,33481.79487337855,33499.22771580891,9.141962699813305,2.0022488772857745
12222,1.25,33499.22771580891,33516.66037596065,9.141867111010859,2.0022488772857745
12223,1.25,33516.66037596065,33534.09285128411,9.141770185155199,2.0022488772857745
12224,1.25,33534.09285128411,33551.52513922965,9.141671922240509,2.0022488772857745
12225,1.25,33551.52513922965,33568.95723724764,9.14157232226897,2.0022488772857745
12226,1.25,33568.95723724764,33586.38901507883,9.141404412997344,2.0022488772857745
12227,1.25,33586.38901507883,33603.820263357644,9.141126710270477,2.0022488772857745
12228,1.25,33603.820263357644,33621.25098606316,9.140851094201485,2.0022488772857745
12229,1.25,33621.25098606316,33638.68119045814,9.140579286794557,2.0022488772857745
12230,1.25,33638.68119045814,33656.11088380533,9.14031128805078,2.0022488772857745
12231,1.25,33656.11088380533,33673.540073367476,9.140047097967793,2.0022488772857745
12232,1.25,33673.540073367476,33690.96876640731,9.139786716547416,2.0022488772857745
12233,1.25,33690.96876640731,33708.39697018763,9.139530143789825,2.0022488772857745
12234,1.25,33708.39697018763,33725.824691971146,9.139277379693572,2.0022488772857745
12235,1.25,33725.824691971146,33743.25193902063,9.13902842426138,2.0022488772857745
12236,1.25,33743.25193902063,33760.67871859883,9.138783277488708,2.0022488772857745
12237,1.25,33760.67871859883,33778.105037968504,9.138541939379367,2.0022488772857745
12238,1.25,33778.105037968504,33795.530904392384,9.138304409933,2.0022488772857745
12239,1.25,33795.530904392384,33812.95632513324,9.138070689147604,2.0022488772857745
12240,1.25,33812.95632513324,33830.38130745383,9.137840777025724,2.0022488772857745
12241,1.25,33830.38130745383,33847.80585861689,9.137614673565906,2.0022488772857745
12242,1.25,33847.80585861689,33865.22998588519,9.137392378766155,2.0022488772857745
12243,1.25,33865.22998588519,33882.65369652146,9.13717389263119,2.0022488772857745
12244,1.25,33882.65369652146,33900.07699778847,9.136959215157015,2.0022488772857745
12245,1.25,33900.07699778847,33917.499896948946,9.136748346346176,2.0022488772857745
12246,1.25,33917.499896948946,33934.92240126568,9.136541286196671,2.0022488772857745
12247,1.25,33934.92240126568,33952.34451800139,9.136338034709592,2.0022488772857745
12248,1.25,33952.34451800139,33969.76625441886,9.136138591884757,2.0022488772857745
12249,1.25,33969.76625441886,33987.18761778079,9.135942957721804,2.0022488772857745
12250,1.25,33987.18761778079,34004.608615349985,9.135751132221458,2.0022488772857745
12251,1.25,34004.608615349985,34022.029254389185,9.135563115382812,2.0022488772857745
12252,1.25,34022.029254389185,34039.449542161114,9.135378907207318,2.0022488772857745
12253,1.25,34039.449542161114,34056.86948592855,9.13519850769316,2.0022488772857745
12254,1.25,34056.86948592855,34074.28909295426,9.135021916841428,2.0022488772857745
12255,1.25,34074.28909295426,34091.70837050095,9.134849134652303,2.0022488772857745
12256,1.25,34091.70837050095,34109.1273258314,9.13468016112506,2.0022488772857745
12257,1.25,34109.1273258314,34126.54596620837,9.134514996259696,2.0022488772857745
12258,1.25,34126.54596620837,34143.96429889459,9.134353640056577,2.0022488772857745
12259,1.25,34143.96429889459,34161.38233115282,9.134196092515886,2.0022488772857745
12260,1.25,34161.38233115282,34178.80007024583,9.134042353638344,2.0022488772857745
12261,1.25,34178.80007024583,34196.217523436346,9.13389242342214,2.0022488772857745
12262,1.25,34196.217523436346,34213.63469798713,9.133746301866909,2.0022488772857745
12263,1.25,34213.63469798713,34231.051601160936,9.133603988975919,2.0022488772857745
12264,1.25,34231.051601160936,34248.46824022053,9.13346548474681,2.0022488772857745
12265,1.25,34248.46824022053,34265.88462242863,9.133330789179402,2.0022488772857745
12266,1.25,34265.88462242863,34283.30075504802,9.133199902272784,2.0022488772857745
12267,1.25,34283.30075504802,34300.71664534143,9.133072824030771,2.0022488772857745
12268,1.25,34300.71664534143,34318.132300571626,9.13294955444955,2.0022488772857745
12269,1.25,34318.132300571626,34335.54772800135,9.13283009353257,2.0022488772857745
12270,1.25,34335.54772800135,34352.96293489337,9.132714441274203,2.0022488772857745
12271,1.25,34352.96293489337,34370.377928510425,9.132602597680803,2.0022488772857745
12272,1.25,34370.377928510425,34387.79271611526,9.132494562748558,2.0022488772857745
12273,1.25,34387.79271611526,34405.207304970645,9.132390336479284,2.0022488772857745
12274,1.25,34405.207304970645,34422.62170233932,9.132289918871711,2.0022488772857745
12275,1.25,34422.62170233932,34440.03591548403,9.132193309926562,2.0022488772857745
12276,1.25,34440.03591548403,34457.44995166756,9.132100509643113,2.0022488772857745
12277,1.25,34457.44995166756,34474.863818152626,9.13201151802209,2.0022488772857745
12278,1.25,34474.863818152626,34492.277522202,9.131926335063673,2.0022488772857745
12279,1.25,34492.277522202,34509.691071078414,9.131844960767319,2.0022488772857745
12280,1.25,34509.691071078414,34527.10470288039,9.131888447779325,2.0022488772857745
12281,1.25,34527.10470288039,34544.51879209837,9.132128321470962,2.0022488772857745
12282,1.25,34544.51879209837,34561.9333311311,9.13236420896271,2.0022488772857745
12283,1.25,34561.9333311311,34579.34830679964,9.132593185296347,2.0022488772857745
12284,1.25,34579.34830679964,34596.7637059251,9.132815250472781,2.0022488772857745
12285,1.25,34596.7637059251,34614.17951532853,9.133030404490379,2.0022488772857745
12286,1.25,34614.17951532853,34631.59572183104,9.133238647352407,2.0022488772857745
12287,1.25,34631.59572183104,34649.01231225372,9.133439979054325,2.0022488772857745
12288,1.25,34649.01231225372,34666.42927341766,9.133634399599588,2.0022488772857745
12289,1.25,34666.42927341766,34683.84659214396,9.133821908989463,2.0022488772857745
12290,1.25,34683.84659214396,34701.26425525366,9.134002507218867,2.0022488772857745
12291,1.25,34701.26425525366,34718.68224956791,9.13417619429143,2.0022488772857745
12292,1.25,34718.68224956791,34736.10056190776,9.134342970207152,2.0022488772857745
12293,1.25,34736.10056190776,34753.5191790943,9.134502834964584,2.0022488772857745
12294,1.25,34753.5191790943,34770.938087948634,9.134655788565537,2.0022488772857745
12295,1.25,34770.938087948634,34788.35727529184,9.13480183100802,2.0022488772857745
12296,1.25,34788.35727529184,34805.776727945,9.134940962292024,2.0022488772857745
12297,1.25,34805.776727945,34823.196432729215,9.135073182418646,2.0022488772857745
12298,1.25,34823.196432729215,34840.616376465565,9.1351984913897,2.0022488772857745
12299,1.25,34840.616376465565,34858.03654597515,9.135316889201189,2.0022488772857745
12300,1.25,34858.03654597515,34875.45692807903,9.135428375856202,2.0022488772857745
12301,1.25,34875.45692807903,34892.87750959831,9.135532951352742,2.0022488772857745
12302,1.25,34892.87750959831,34910.29827735409,9.13563061569244,2.0022488772857745
12303,1.25,34910.29827735409,34927.719218167455,9.13572136887439,2.0022488772857745
12304,1.25,34927.719218167455,34945.14031885947,9.135805210898777,2.0022488772857745
12305,1.25,34945.14031885947,34962.56156625124,9.135882141763961,2.0022488772857745
12306,1.25,34962.56156625124,34979.98294716386,9.135952161473577,2.0022488772857745
12307,1.25,34979.98294716386,34997.40444841841,9.136015270025991,2.0022488772857745
12308,1.25,34997.40444841841,35014.82605683598,9.136071467419386,2.0022488772857745
12309,1.25,35014.82605683598,35032.24775923764,9.136120753655396,2.0022488772857745
12310,1.25,35032.24775923764,35049.669542444506,9.136163128733477,2.0022488772857745
12311,1.25,35049.669542444506,35067.09139327765,9.136198592655079,2.0022488772857745
12312,1.25,35067.09139327765,35084.51329855817,9.13622714541821,2.0022488772857745
12313,1.25,35084.51329855817,35101.935245107146,9.13624878702559,2.0022488772857745
12314,1.25,35101.935245107146,35119.35721974566,9.13626351747141,2.0022488772857745
12315,1.25,35119.35721974566,35136.77920929481,9.136271336763475,2.0022488772857745
12316,1.25,35136.77920929481,35154.20120057569,9.136272244896885,2.0022488772857745
12317,1.25,35154.20120057569,35171.623180409384,9.136266241871095,2.0022488772857745
12318,1.25,35171.623180409384,35189.045135616965,9.136253327690463,2.0022488772857745
12319,1.25,35189.045135616965,35206.46705301954,9.136233502350267,2.0022488772857745
12320,1.25,35206.46705301954,35223.888919438185,9.136206765853048,2.0022488772857745
12321,1.25,35223.888919438185,35241.310721694,9.136173118198084,2.0022488772857745
12322,1.25,35241.310721694,35258.73244660806,9.136132559385008,2.0022488772857745
12323,1.25,35258.73244660806,35276.15408100146,9.136085089415456,2.0022488772857745
12324,1.25,35276.15408100146,35293.57561169528,9.136030708288155,2.0022488772857745
12325,1.25,35293.57561169528,35310.997025510624,9.13596941600238,2.0022488772857745
12326,1.25,35310.997025510624,35328.41830926858,9.135901212559949,2.0022488772857745
12327,1.25,35328.41830926858,35345.83944979021,9.135826097959768,2.0022488772857745
12328,1.25,35345.83944979021,35363.26043389662,9.135744072201659,2.0022488772857745
12329,1.25,35363.26043389662,35380.68124840891,9.135655135286529,2.0022488772857745
12330,1.25,35380.68124840891,35398.101880148155,9.135559287212196,2.0022488772857745
12331,1.25,35398.101880148155,35415.52231593543,9.135456527981571,2.0022488772857745
12332,1.25,35415.52231593543,35432.94254259184,9.13534685759374,2.0022488772857745
12333,1.25,35432.94254259184,35450.362546938464,9.13523027604798,2.0022488772857745
12334,1.25,35450.362546938464,35467.782464159056,9.135184586249068,2.0022488772857745
12335,1.25,35467.782464159056,35485.20252677076,9.135260830852157,2.0022488772857745
12336,1.25,35485.20252677076,35502.622733837285,9.135336584455475,2.0022488772857745
12337,1.25,35502.622733837285,35520.04308112586,9.135410118349935,2.0022488772857745
12338,1.25,35520.04308112586,35537.46356440372,9.135481432529538,2.0022488772857745
12339,1.25,35537.46356440372,35554.884179438064,9.135550526997923,2.0022488772857745
12340,1.25,35554.884179438064,35572.30492199614,9.135617401752542,2.0022488772857745
12341,1.25,35572.30492199614,35589.72578784514,9.135682056795217,2.0022488772857745
12342,1.25,35589.72578784514,35607.14677275232,9.135744492126307,2.0022488772857745
12343,1.25,35607.14677275232,35624.56787248488,9.135804707743452,2.0022488772857745
12344,1.25,35624.56787248488,35641.98908281004,9.135862703648284,2.0022488772857745
12345,1.25,35641.98908281004,35659.41039949503,9.135918479841171,2.0022488772857745
12346,1.25,35659.41039949503,35676.83181830706,9.135972036321384,2.0022488772857745
12347,1.25,35676.83181830706,35694.25333501336,9.136023373088559,2.0022488772857745
12348,1.25,35694.25333501336,35711.67494538116,9.136072490145423,2.0022488772857745
12349,1.25,35711.67494538116,35729.09664517769,9.13611938748598,2.0022488772857745
12350,1.25,35729.09664517769,35746.518430170145,9.136164065115134,2.0022488772857745
12351,1.25,35746.518430170145,35763.94029612575,9.13620652303452,2.0022488772857745
12352,1.25,35763.94029612575,35781.36223881176,9.136246761238692,2.0022488772857745
12353,1.25,35781.36223881176,35798.78425399536,9.13628477973146,2.0022488772857745
12354,1.25,35798.78425399536,35816.20633744377,9.136320578511372,2.0022488772857745
12355,1.25,35816.20633744377,35833.628484924244,9.136354157577884,2.0022488772857745
12356,1.25,35833.628484924244,35851.050692204,9.136385516932812,2.0022488772857745
12357,1.25,35851.050692204,35868.472955050216,9.136414656575793,2.0022488772857745
12358,1.25,35868.472955050216,35885.895269230175,9.136441576505375,2.0022488772857745
12359,1.25,35885.895269230175,35903.317630511054,9.136466276723189,2.0022488772857745
12360,1.25,35903.317630511054,35920.7400346601,9.136488757225605,2.0022488772857745
12361,1.25,35920.7400346601,35938.16247744452,9.13650901801989,2.0022488772857745
12362,1.25,35938.16247744452,35955.58495463153,9.136527059098231,2.0022488772857745
12363,1.25,35955.58495463153,35973.00746198838,9.136542880466985,2.0022488772857745
12364,1.25,35973.00746198838,35990.42999528226,9.136556482120342,2.0022488772857745
12365,1.25,35990.42999528226,36007.85255028042,9.136567864062659,2.0022488772857745
12366,1.25,36007.85255028042,36025.27512275007,9.136577026291759,2.0022488772857745
12367,1.25,36025.27512275007,36042.69770845843,9.136583968808912,2.0022488772857745
12368,1.25,36042.69770845843,36060.12030317272,9.136588691613934,2.0022488772857745
12369,1.25,36060.12030317272,36077.54290266017,9.13659119470483,2.0022488772857745
12370,1.25,36077.54290266017,36094.96550268799,9.136591478084869,2.0022488772857745
12371,1.25,36094.96550268799,36112.38809902341,9.136589541751507,2.0022488772857745
12372,1.25,36112.38809902341,36129.81068743365,9.136585385706017,2.0022488772857745
12373,1.25,36129.81068743365,36147.233263685936,9.136579009948397,2.0022488772857745
12374,1.25,36147.233263685936,36164.65582354749,9.136570414477196,2.0022488772857745
12375,1.25,36164.65582354749,36182.07836278553,9.136559599293138,2.0022488772857745
12376,1.25,36182.07836278553,36199.50087716727,9.136546564398225,2.0022488772857745
12377,1.25,36199.50087716727,36216.92336245996,9.13653130978973,2.0022488772857745
12378,1.25,36216.92336245996,36234.34581443079,9.136513835468559,2.0022488772857745
12379,1.25,36234.34581443079,36251.76822884699,9.136494141435987,2.0022488772857745
12380,1.25,36251.76822884699,36269.1906014758,9.136472227689106,2.0022488772857745
12381,1.25,36269.1906014758,36286.61292808442,9.136448094230643,2.0022488772857745
12382,1.25,36286.61292808442,36304.035204440086,9.136421741061685,2.0022488772857745
12383,1.25,36304.035204440086,36321.457426310015,9.136393168176962,2.0022488772857745
12384,1.25,36321.457426310015,36338.87958946143,9.136362375580658,2.0022488772857745
12385,1.25,36338.87958946143,36356.30168966154,9.136329363271319,2.0022488772857745
12386,1.25,36356.30168966154,36373.7237226776,9.13629413125112,2.0022488772857745
12387,1.25,36373.7237226776,36391.14568427679,9.13625667951752,2.0022488772857745
12388,1.25,36391.14568427679,36408.567608631856,9.136237148312778,2.0022488772857745
12389,1.25,36408.567608631856,36425.98955523794,9.136248816970683,2.0022488772857745
12390,1.25,36425.98955523794,36443.411524564886,9.136260732028864,2.0022488772857745
12391,1.25,36443.411524564886,36460.83351628868,9.13627247716695,2.0022488772857745
12392,1.25,36460.83351628868,36478.255530085306,9.136284052384937,2.0022488772857745
12393,1.25,36478.255530085306,36495.67756563072,9.136295457682102,2.0022488772857745
12394,1.25,36495.67756563072,36513.09962260093,9.136306693059714,2.0022488772857745
12395,1.25,36513.09962260093,36530.521700671896,9.136317758516324,2.0022488772857745
12396,1.25,36530.521700671896,36547.943799519606,9.136328654052289,2.0022488772857745
12397,1.25,36547.943799519606,36565.36591882003,9.136339379669613,2.0022488772857745
12398,1.25,36565.36591882003,36582.78805824915,9.136349935363567,2.0022488772857745
12399,1.25,36582.78805824915,36600.210217482934,9.136360321140515,2.0022488772857745
12400,1.25,36600.210217482934,36617.632396197376,9.136370536995004,2.0022488772857745
12401,1.25,36617.632396197376,36635.05459406845,9.136380582929396,2.0022488772857745
12402,1.25,36635.05459406845,36652.47681077213,9.136390458944419,2.0022488772857745
12403,1.25,36652.47681077213,36669.89904598441,9.136400165038435,2.0022488772857745
12404,1.25,36669.89904598441,36687.32129938124,9.13640970121181,2.0022488772857745
12405,1.25,36687.32129938124,36704.7435706386,9.136419067464908,2.0022488772857745
12406,1.25,36704.7435706386,36722.165859432505,9.13642826379809,2.0022488772857745
12407,1.25,36722.165859432505,36739.58816543891,9.13643729021154,2.0022488772857745
12408,1.25,36739.58816543891,36757.010488333784,9.13644614670362,2.0022488772857745
12409,1.25,36757.010488333784,36774.43282779312,9.13645483327524,2.0022488772857745
12410,1.25,36774.43282779312,36791.85518349287,9.136463349927489,2.0022488772857745
12411,1.25,36791.85518349287,36809.27755510906,9.136471696658916,2.0022488772857745
12412,1.25,36809.27755510906,36826.699942317624,9.136479873470064,2.0022488772857745
12413,1.25,36826.699942317624,36844.12234479456,9.136487880360752,2.0022488772857745
12414,1.25,36844.12234479456,36861.544762215846,9.136495717330071,2.0022488772857745
12415,1.25,36861.544762215846,36878.96719425747,9.136503384380385,2.0022488772857745
12416,1.25,36878.96719425747,36896.38964059538,9.13651088151042,2.0022488772857745
12417,1.25,36896.38964059538,36913.81210090558,9.136518208720357,2.0022488772857745
12418,1.25,36913.81210090558,36931.23457486405,9.136525366009108,2.0022488772857745
12419,1.25,36931.23457486405,36948.657062146754,9.136532353376491,2.0022488772857745
12420,1.25,36948.657062146754,36966.07956242967,9.136539170825593,2.0022488772857745
12421,1.25,36966.07956242967,36983.50207538878,9.13654581835369,2.0022488772857745
12422,1.25,36983.50207538878,37000.92460070007,9.136552295961874,2.0022488772857745
12423,1.25,37000.92460070007,37018.347138039506,9.136558603648142,2.0022488772857745
12424,1.25,37018.347138039506,37035.76968708308,9.136564741415768,2.0022488772857745
12425,1.25,37035.76968708308,37053.192247506755,9.136570709262934,2.0022488772857745
12426,1.25,37053.192247506755,37070.61481898652,9.136576507187641,2.0022488772857745
12427,1.25,37070.61481898652,37088.03740119835,9.136582135195521,2.0022488772857745
12428,1.25,37088.03740119835,37105.45999381822,9.136587593279126,2.0022488772857745
12429,1.25,37105.45999381822,37122.88259652212,9.136592881445178,2.0022488772857745
12430,1.25,37122.88259652212,37140.30520898602,9.136597999690771,2.0022488772857745
12431,1.25,37140.30520898602,37157.72783088589,9.136602948014632,2.0022488772857745
12432,1.25,37157.72783088589,37175.15046189773,9.13660772642021,2.0022488772857745
12433,1.25,37175.15046189773,37192.57310169748,9.136612334903333,2.0022488772857745
12434,1.25,37192.57310169748,37209.99574996118,9.136616773466901,2.0022488772857745
12435,1.25,37209.99574996118,37227.41840636475,9.136621042109285,2.0022488772857745
12436,1.25,37227.41840636475,37244.84107058418,9.136625140832662,2.0022488772857745
12437,1.25,37244.84107058418,37262.26374229548,9.13662906963576,2.0022488772857745
12438,1.25,37262.26374229548,37279.68642117459,9.136632828517671,2.0022488772857745
12439,1.25,37279.68642117459,37297.10910689751,9.136636417479487,2.0022488772857745
12440,1.25,37297.10910689751,37314.53179914021,9.136639836521386,2.0022488772857745
12441,1.25,37314.53179914021,37331.954497578685,9.136643085642643,2.0022488772857745
12442,1.25,37331.954497578685,37349.37720188889,9.136646164843077,2.0022488772857745
12443,1.25,37349.37720188889,37366.79991174681,9.136649074123596,2.0022488772857745
12444,1.25,37366.79991174681,37384.222626828436,9.136651813484201,2.0022488772857745
12445,1.25,37384.222626828436,37401.645346809724,9.136654382924164,2.0022488772857745
12446,1.25,37401.645346809724,37419.068071366666,9.13665678244312,2.0022488772857745
12447,1.25,37419.068071366666,37436.49080017525,9.136659012043072,2.0022488772857745
12448,1.25,37436.49080017525,37453.913532911436,9.136661071722017,2.0022488772857745
12449,1.25,37453.913532911436,37471.3362692512,9.13666296147905,2.0022488772857745
12450,1.25,37471.3362692512,37488.75900887054,9.136664681318528,2.0022488772857745
12451,1.25,37488.75900887054,37506.18175144543,9.136666231236276,2.0022488772857745
12452,1.25,37506.18175144543,37523.604496651824,9.136667611233017,2.0022488772857745
12453,1.25,37523.604496651824,37541.027244165736,9.136668821311298,2.0022488772857745
12454,1.25,37541.027244165736,37558.44999366312,9.136669861467302,2.0022488772857745
12455,1.25,37558.44999366312,37575.87274481996,9.136670731703026,2.0022488772857745
12456,1.25,37575.87274481996,37593.29549731224,9.136671432020835,2.0022488772857745
12457,1.25,37593.29549731224,37610.71825081593,9.136671962416367,2.0022488772857745
12458,1.25,37610.71825081593,37628.14100500702,9.136672322891437,2.0022488772857745
12459,1.25,37628.14100500702,37645.56375956147,9.136672513446594,2.0022488772857745
12460,1.25,37645.56375956147,37662.98651415527,9.136672534080564,2.0022488772857745
12461,1.25,37662.98651415527,37680.4092684644,9.13667238479698,2.0022488772857745
12462,1.25,37680.4092684644,37697.83202216483,9.136672065589666,2.0022488772857745
12463,1.25,37697.83202216483,37715.25477493255,9.13667157646262,2.0022488772857745
12464,1.25,37715.25477493255,37732.677526443535,9.136670917417838,2.0022488772857745
12465,1.25,37732.677526443535,37750.10027637374,9.136670088450416,2.0022488772857745
12466,1.25,37750.10027637374,37767.52302439919,9.13666908956235,2.0022488772857745
12467,1.25,37767.52302439919,37784.945770195816,9.136667920756372,2.0022488772857745
12468,1.25,37784.945770195816,37802.36851343963,9.13666658202775,2.0022488772857745
12469,1.25,37802.36851343963,37819.791253806594,9.136665073379396,2.0022488772857745
12470,1.25,37819.791253806594,37837.21399097268,9.136663394809672,2.0022488772857745
12471,1.25,37837.21399097268,37854.63672461388,9.13666154632276,2.0022488772857745
12472,1.25,37854.63672461388,37872.059454406175,9.136659527911753,2.0022488772857745
12473,1.25,37872.059454406175,37889.48218002553,9.136657339583195,2.0022488772857745
12474,1.25,37889.48218002553,37906.904901147944,9.136654981333994,2.0022488772857745
12475,1.25,37906.904901147944,37924.32761744935,9.136652453162151,2.0022488772857745
12476,1.25,37924.32761744935,37941.75032860578,9.136649755072213,2.0022488772857745
12477,1.25,37941.75032860578,37959.17303429319,9.136646887059996,2.0022488772857745
12478,1.25,37959.17303429319,37976.595734187555,9.13664384913077,2.0022488772857745
12479,1.25,37976.595734187555,37994.018427964846,9.13664064127927,2.0022488772857745
12480,1.25,37994.018427964846,38011.441115301066,9.136637263504946,2.0022488772857745
12481,1.25,38011.441115301066,38028.863795872174,9.136633715815249,2.0022488772857745
12482,1.25,38028.863795872174,38046.28646935414,9.136629998200005,2.0022488772857745
12483,1.25,38046.28646935414,38063.70913542296,9.136626110669935,2.0022488772857745
12484,1.25,38063.70913542296,38081.13179375463,9.136622053214497,2.0022488772857745
12485,1.25,38081.13179375463,38098.554444025074,9.136617825840235,2.0022488772857745
12486,1.25,38098.554444025074,38115.97708591032,9.136613428548783,2.0022488772857745
12487,1.25,38115.97708591032,38133.39971908632,9.13660886133251,2.0022488772857745
12488,1.25,38133.39971908632,38150.822343229054,9.136604124198866,2.0022488772857745
12489,1.25,38150.822343229054,38168.24495801452,9.136599217142946,2.0022488772857745
12490,1.25,38168.24495801452,38185.66756311868,9.136594140167473,2.0022488772857745
12491,1.25,38185.66756311868,38203.090158217514,9.136588893272268,2.0022488772857745
12492,1.25,38203.090158217514,38220.512742987004,9.136583476456602,2.0022488772857745
12493,1.25,38220.512742987004,38237.93531710313,9.136577889719387,2.0022488772857745
12494,1.25,38237.93531710313,38255.357880241856,9.136572133064618,2.0022488772857745
12495,1.25,38255.357880241856,38272.780432079184,9.136566206485755,2.0022488772857745
12496,1.25,38272.780432079184,38290.20297813931,9.136563176870332,2.0022488772857745
12497,1.25,38290.20297813931,38307.62552738877,9.136564849385808,2.0022488772857745
12498,1.25,38307.62552738877,38325.04807991042,9.136566565357006,2.0022488772857745
12499,1.25,38325.04807991042,38342.47063568123,9.136568269250782,2.0022488772857745
12500,1.25,38342.47063568123,38359.89319467818,9.136569961067135,2.0022488772857745
12501,1.25,38359.89319467818,38377.31575687822,9.136571640812784,2.0022488772857745
12502,1.25,38377.31575687822,38394.73832225836,9.13657330848083,2.0022488772857745
12503,1.25,38394.73832225836,38412.16089079556,9.136574964075994,2.0022488772857745
12504,1.25,38412.16089079556,38429.5834624668,9.13657660759337,2.0022488772857745
12505,1.25,38429.5834624668,38447.006037249026,9.136578239036773,2.0022488772857745
12506,1.25,38447.006037249026,38464.42861511924,9.136579858406748,2.0022488772857745
12507,1.25,38464.42861511924,38481.851196054406,9.136581465699482,2.0022488772857745
