u_par;C;t;V;F;u;Ue;soc;I;trajectory;eta
0;1;2304;3.6080186345347895;0.005663685940331165;0.0;3.675459845565321;0.3600028889500523;4.978215502204348;11;0.06744121103053136
0;1;2305;3.607844895209293;0.005666215546996782;0.0;3.675316350067413;0.359725111172274;4.978215502204348;11;0.0674714548581199
0;1;2306;3.607671130640776;0.005668745216804096;0.0;3.675172854569503;0.3594473333944964;4.978215502204348;11;0.06750172392872722
0;1;2307;3.607497340829239;0.005671274949754784;0.0;3.675029359071595;0.3591695556167185;4.978215502204348;11;0.067532018242356
0;1;2308;3.607323525774682;0.005673804745851313;0.0;3.6748858635736865;0.358891777838941;4.978215502204348;11;0.06756233779900445
0;1;2309;3.607149685477104;0.005676334605094812;0.0;3.674742368075778;0.3586140000611628;4.978215502204348;11;0.0675926825986739
0;1;2310;3.606975819936507;0.005678864527487555;0.0;3.6745988725778695;0.3583362222833854;4.978215502204348;11;0.06762305264136259
0;1;2311;3.6068019291528897;0.005681394513031434;0.0;3.6744553770799615;0.3580584445056076;4.978215502204348;11;0.06765344792707184
0;1;2312;3.606628013126252;0.005683924561727907;0.0;3.674311881582053;0.3577806667278298;4.978215502204348;11;0.06768386845580121
0;1;2313;3.6064540718565943;0.0056864546735791565;0.0;3.674168386084144;0.357502888950052;4.978215502204348;11;0.06771431422754981
0;1;2314;3.6062801053439166;0.005688984848587021;0.0;3.674024890586235;0.3572251111722743;4.978215502204348;11;0.06774478524231853
0;1;2315;3.6061061135882184;0.005691515086753022;0.0;3.6738814479891615;0.3569473333944962;4.978215502204348;11;0.06777533440094308
0;1;2316;3.605932096589501;0.005694045388079445;0.0;3.673738186224775;0.3566695556167187;4.978215502204348;11;0.0678060896352739
0;1;2317;3.6057580543477625;0.005696575752567792;0.0;3.6735949244603887;0.3563917778389408;4.978215502204348;11;0.06783687011262618
0;1;2318;3.605583986863005;0.005699106180219943;0.0;3.6734516626960025;0.3561140000611631;4.978215502204348;11;0.06786767583299769
0;1;2319;3.605409894135226;0.005701636671038054;0.0;3.673308400931616;0.3558362222833854;4.978215502204348;11;0.06789850679638976
