R0,R1,C1,k,C,u_per,soc
0.8290611207485199,0.3691286314278841,11.280533203125,3.0693883076310158,0.0938,0.6202000000000001,0.297
0.7783642038702965,24.520693719387054,2.7395283203125,2.8809135779738426,0.43760000000000004,0.44416666666666665,0.133
0.806569866836071,0.5530344787985086,11.5350126953125,2.8091343119740486,0.9136,0.5144,0.661
0.6781458389014006,1.3476995751261711,11.5952138671875,3.371824324131012,0.5298,0.8131333333333333,0.301
0.596240721642971,28.826603293418884,1.3101551513671874,3.169771656394005,0.7468,0.6460333333333333,0.118
0.6371679250150919,28.46737504005432,4.690873046875,3.0360573902726173,0.7508,0.5807666666666667,0.226
0.9403358213603497,0.7259716745465994,11.238625,2.339235320687294,0.5014000000000001,0.08596666666666668,0.82
0.7555541582405567,18.802601099014282,4.81353955078125,2.743489295244217,0.5406,0.3421666666666667,0.178
0.7453420199453831,28.71466875076294,1.239298095703125,2.747063711285591,0.5716,0.33153333333333335,0.123
0.6627900525927544,1.2099577113986015,11.6309033203125,3.526223450899124,0.526,0.9075666666666666,0.31
0.7623095531016588,0.5607930477708578,11.336828125,3.153182938694954,0.4304,0.7355,0.555
0.8735474199056625,0.6751673761755228,11.2680947265625,2.758394554257393,0.7256,0.5084000000000001,0.815
0.8124107494950294,0.5193994380533695,11.435478515625,2.492271363735199,0.3294,0.1665,0.435
0.8552739396691322,0.6855639163404703,11.240693359375,2.4068284779787064,0.1726,0.12146666666666667,0.63
0.7895439863204956,0.4519213456660509,11.1406396484375,3.6564454436302185,0.0936,0.9753000000000001,0.255
0.8193178102374077,5.5494531989097595,7.0761162109375,2.4108150973916054,0.5178,0.013266666666666668,0.194
0.7448909804224968,0.5569043569266796,12.013328125,2.716204896569252,0.7714000000000001,0.39116666666666666,0.477
0.7779137697070837,1.9042277708649635,11.59790625,2.506009116768837,0.5654,0.13940000000000002,0.277
0.8495484478771687,0.5813870113343,11.271669921875,2.376945875585079,0.1034,0.0559,0.491
0.6955238059163094,28.571048378944397,7.3920595703125,2.6765070855617523,0.9168,0.3081,0.284
0.8973249234259129,4.681415110826492,2.31158349609375,2.717791497707367,0.1048,0.2971333333333333,0.066
0.7668973412364721,0.5319095216691494,11.4552138671875,2.7953900396823883,0.5522,0.47103333333333336,0.532
0.6883274298161268,3.420548513531685,7.8721494140625,3.6485720425844193,0.3962,0.9524666666666667,0.182
0.749840447679162,28.899192810058594,1.507343994140625,2.451062947511673,0.9292,0.03853333333333333,0.139
0.7538153789937496,0.5252650938928127,11.4092841796875,3.0680444091558456,0.45899999999999996,0.6679333333333334,0.508
0.7685071788728237,0.4893294535577297,11.4029462890625,3.049355372786522,0.315,0.6368333333333334,0.43
0.8174397051334381,0.5386183969676495,11.4137451171875,2.431434951722622,0.33999999999999997,0.10696666666666667,0.461
0.877035316079855,0.7123352494090796,11.2251484375,2.3262200877070427,0.08020000000000001,0.037000000000000005,0.664
0.7999247871339321,0.6133826915174723,11.2398720703125,3.073502518236637,0.10400000000000001,0.6860666666666667,0.568
0.786530040204525,0.5649734754115343,11.340130859375,2.801930159330368,0.4164,0.48053333333333337,0.55
1.1654038913547993,0.7584560196846724,11.20750390625,3.095724806189537,0.28559999999999997,0.7926333333333333,0.949
0.8450893685221672,0.5622181110084057,11.5042021484375,2.6098033413290977,0.9188000000000001,0.34343333333333337,0.68
0.8071800693869591,2.2606173530220985,9.070990234375,2.9163867235183716,0.333,0.48379999999999995,0.184
0.8101240731775761,19.676795601844788,0.5217291870117188,3.571908548474312,0.0518,0.8745333333333334,0.026
