trajectory,C,u_per,I,u,soc,R1,C1,R0,k
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.7411944,0.0072880816,1575.2087,0.007111851,0.052712265
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.740125,0.007298346,1575.2808,0.007111851,0.052732613
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.7390556,0.0073086205,1575.3529,0.007111851,0.052752998
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.7379861,0.007318908,1575.4249,0.007111851,0.05277341
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.73691666,0.007329205,1575.4971,0.007111851,0.052793857
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.73584723,0.0073395143,1575.5688,0.007111851,0.052814312
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.73477775,0.0073498352,1575.6406,0.007111851,0.052834798
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.7337083,0.007360167,1575.7124,0.007111851,0.052855305
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.7326389,0.007370509,1575.7842,0.007111851,0.052875843
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.73156947,0.0073808627,1575.8558,0.007111851,0.052896418
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.7305,0.0073912283,1575.9276,0.007111851,0.052917007
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.72943056,0.0074016047,1575.9991,0.007111851,0.05293763
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.7283611,0.007411992,1576.0707,0.007111851,0.052958272
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.72729164,0.007422391,1576.1422,0.007111851,0.05297895
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.7262222,0.007432801,1576.2137,0.007111851,0.05299966
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.7251528,0.007443222,1576.285,0.007111851,0.053020377
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.7240833,0.007453655,1576.3564,0.007111851,0.053041138
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.7230139,0.0074640987,1576.4277,0.007111851,0.05306192
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.72194445,0.0074745533,1576.4989,0.007111851,0.053082723
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.720875,0.0074850186,1576.5702,0.007111851,0.05310356
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.71980554,0.007495496,1576.6412,0.007111851,0.05312442
